text,platform,timestamp,likes,impressions,comments,hour,day_of_week,text_length,sentiment,platform_LinkedIn,platform_Twitter
Here’s a quick tip for growing on LinkedIn 📈,LinkedIn,2024-07-17 18:15:00,68,2040,12,18,2,44,0.3333333333333333,True,False
Throwback to our team retreat last year 🌴,LinkedIn,2023-01-26 21:00:00,39,624,7,21,3,41,0.0,True,False
Join us for a live webinar on AI and the future 🧠,Twitter,2024-10-18 09:30:00,42,840,7,9,4,49,0.06818181818181818,False,True
Our new office space is ready! Take a look 🏢,Twitter,2024-11-26 08:30:00,60,720,9,8,1,44,0.19318181818181818,False,True
Excited to announce our new product launch 🚀,Twitter,2023-04-26 12:30:00,26,780,3,12,2,44,0.2556818181818182,False,True
Throwback to our team retreat last year 🌴,Twitter,2023-04-09 16:45:00,33,759,6,16,6,41,0.0,False,True
Join us for a live webinar on AI and the future 🧠,LinkedIn,2024-01-09 07:00:00,31,744,1,7,1,49,0.06818181818181818,True,False
Here’s a quick tip for growing on LinkedIn 📈,LinkedIn,2024-04-15 17:45:00,59,1711,8,17,0,44,0.3333333333333333,True,False
Excited to announce our new product launch 🚀,LinkedIn,2025-01-05 17:00:00,40,1080,3,17,6,44,0.2556818181818182,True,False
"We just hit 10,000 followers, thank you all 🙌",Twitter,2025-08-04 10:00:00,26,754,1,10,0,45,0.0,False,True
Excited to announce our new product launch 🚀,LinkedIn,2024-06-06 10:30:00,57,912,10,10,3,44,0.2556818181818182,True,False
Join us for a live webinar on AI and the future 🧠,LinkedIn,2024-04-05 12:30:00,37,481,2,12,4,49,0.06818181818181818,True,False
Join us for a live webinar on AI and the future 🧠,Twitter,2024-08-17 19:45:00,32,960,4,19,5,49,0.06818181818181818,False,True
5 tools every startup should be using today 🔧,LinkedIn,2024-06-22 06:00:00,6,156,0,6,5,45,0.0,True,False
5 tools every startup should be using today 🔧,LinkedIn,2023-04-18 15:00:00,12,288,1,15,1,45,0.0,True,False
5 tools every startup should be using today 🔧,LinkedIn,2023-07-03 07:15:00,19,323,2,7,0,45,0.0,True,False
How to stay productive while working remotely 💻,LinkedIn,2025-10-14 12:15:00,39,702,3,12,1,47,-0.1,True,False
5 tools every startup should be using today 🔧,LinkedIn,2024-05-11 16:00:00,20,560,1,16,5,45,0.0,True,False
Our new office space is ready! Take a look 🏢,LinkedIn,2024-12-03 06:00:00,32,704,2,6,1,44,0.19318181818181818,True,False
5 tools every startup should be using today 🔧,LinkedIn,2025-02-12 08:30:00,12,192,1,8,2,45,0.0,True,False
Here’s a quick tip for growing on LinkedIn 📈,LinkedIn,2023-10-03 07:15:00,68,1564,7,7,1,44,0.3333333333333333,True,False
Why storytelling matters in product design 📚,Twitter,2024-07-21 17:00:00,9,126,0,17,6,44,0.0,False,True
Reflecting on our startup journey so far ✨,Twitter,2025-06-05 11:15:00,23,575,1,11,3,42,0.1,False,True
5 tools every startup should be using today 🔧,Twitter,2024-11-11 09:15:00,37,777,5,9,0,45,0.0,False,True
5 tools every startup should be using today 🔧,LinkedIn,2023-12-27 10:45:00,25,625,3,10,2,45,0.0,True,False
5 tools every startup should be using today 🔧,Twitter,2025-03-21 09:30:00,6,108,1,9,4,45,0.0,False,True
Excited to announce our new product launch 🚀,LinkedIn,2023-09-15 09:15:00,28,364,1,9,4,44,0.2556818181818182,True,False
How to stay productive while working remotely 💻,Twitter,2023-03-16 13:15:00,41,1189,4,13,3,47,-0.1,False,True
Reflecting on our startup journey so far ✨,LinkedIn,2023-03-22 22:45:00,24,336,3,22,2,42,0.1,True,False
"We just hit 10,000 followers, thank you all 🙌",LinkedIn,2023-11-06 19:45:00,50,750,4,19,0,45,0.0,True,False
"We just hit 10,000 followers, thank you all 🙌",LinkedIn,2023-12-17 22:00:00,50,550,7,22,6,45,0.0,True,False
Our new office space is ready! Take a look 🏢,LinkedIn,2025-01-06 15:15:00,41,902,7,15,0,44,0.19318181818181818,True,False
Join us for a live webinar on AI and the future 🧠,Twitter,2023-01-01 06:15:00,45,855,7,6,6,49,0.06818181818181818,False,True
